DIST_NO,DIST_NAME,slug,month,n_1970_1995,n_1995_2020
1,Adelaide Metropolitan,adelaide_metropolitan,Jan,163,225
1,Adelaide Metropolitan,adelaide_metropolitan,Feb,192,209
1,Adelaide Metropolitan,adelaide_metropolitan,Mar,140,155
1,Adelaide Metropolitan,adelaide_metropolitan,Apr,78,83
1,Adelaide Metropolitan,adelaide_metropolitan,May,7,15
1,Adelaide Metropolitan,adelaide_metropolitan,Jun,0,0
1,Adelaide Metropolitan,adelaide_metropolitan,Jul,0,0
1,Adelaide Metropolitan,adelaide_metropolitan,Aug,1,2
1,Adelaide Metropolitan,adelaide_metropolitan,Sep,4,9
1,Adelaide Metropolitan,adelaide_metropolitan,Oct,34,55
1,Adelaide Metropolitan,adelaide_metropolitan,Nov,76,96
1,Adelaide Metropolitan,adelaide_metropolitan,Dec,136,147
1,Darwin and Adelaide River,darwin_and_adelaide_river,Jan,0,0
1,Darwin and Adelaide River,darwin_and_adelaide_river,Feb,0,0
1,Darwin and Adelaide River,darwin_and_adelaide_river,Mar,0,0
1,Darwin and Adelaide River,darwin_and_adelaide_river,Apr,4,3
1,Darwin and Adelaide River,darwin_and_adelaide_river,May,42,33
1,Darwin and Adelaide River,darwin_and_adelaide_river,Jun,102,74
1,Darwin and Adelaide River,darwin_and_adelaide_river,Jul,196,152
1,Darwin and Adelaide River,darwin_and_adelaide_river,Aug,277,292
1,Darwin and Adelaide River,darwin_and_adelaide_river,Sep,228,198
1,Darwin and Adelaide River,darwin_and_adelaide_river,Oct,117,101
1,Darwin and Adelaide River,darwin_and_adelaide_river,Nov,7,1
1,Darwin and Adelaide River,darwin_and_adelaide_river,Dec,0,0
1,Far North Coast,far_north_coast,Jan,63,70
1,Far North Coast,far_north_coast,Feb,20,35
1,Far North Coast,far_north_coast,Mar,16,18
1,Far North Coast,far_north_coast,Apr,30,8
1,Far North Coast,far_north_coast,May,8,11
1,Far North Coast,far_north_coast,Jun,1,5
1,Far North Coast,far_north_coast,Jul,6,21
1,Far North Coast,far_north_coast,Aug,62,88
1,Far North Coast,far_north_coast,Sep,197,186
1,Far North Coast,far_north_coast,Oct,210,209
1,Far North Coast,far_north_coast,Nov,172,147
1,Far North Coast,far_north_coast,Dec,141,103
1,Furneaux Islands,furneaux_islands,Jan,173,184
1,Furneaux Islands,furneaux_islands,Feb,150,151
1,Furneaux Islands,furneaux_islands,Mar,107,140
1,Furneaux Islands,furneaux_islands,Apr,62,83
1,Furneaux Islands,furneaux_islands,May,23,31
1,Furneaux Islands,furneaux_islands,Jun,15,13
1,Furneaux Islands,furneaux_islands,Jul,11,12
1,Furneaux Islands,furneaux_islands,Aug,19,12
1,Furneaux Islands,furneaux_islands,Sep,24,29
1,Furneaux Islands,furneaux_islands,Oct,51,66
1,Furneaux Islands,furneaux_islands,Nov,82,93
1,Furneaux Islands,furneaux_islands,Dec,125,171
1,Mallee,mallee,Jan,164,262
1,Mallee,mallee,Feb,142,192
1,Mallee,mallee,Mar,74,115
1,Mallee,mallee,Apr,23,39
1,Mallee,mallee,May,0,1
1,Mallee,mallee,Jun,0,0
1,Mallee,mallee,Jul,0,0
1,Mallee,mallee,Aug,6,2
1,Mallee,mallee,Sep,11,43
1,Mallee,mallee,Oct,48,104
1,Mallee,mallee,Nov,84,146
1,Mallee,mallee,Dec,148,223
1,North Kimberley,north_kimberley,Jan,0,0
1,North Kimberley,north_kimberley,Feb,0,0
1,North Kimberley,north_kimberley,Mar,0,0
1,North Kimberley,north_kimberley,Apr,22,18
1,North Kimberley,north_kimberley,May,43,69
1,North Kimberley,north_kimberley,Jun,41,55
1,North Kimberley,north_kimberley,Jul,96,90
1,North Kimberley,north_kimberley,Aug,195,255
1,North Kimberley,north_kimberley,Sep,229,223
1,North Kimberley,north_kimberley,Oct,191,181
1,North Kimberley,north_kimberley,Nov,55,52
1,North Kimberley,north_kimberley,Dec,7,5
1,Peninsula,peninsula,Jan,0,1
1,Peninsula,peninsula,Feb,0,0
1,Peninsula,peninsula,Mar,0,0
1,Peninsula,peninsula,Apr,0,0
1,Peninsula,peninsula,May,0,1
1,Peninsula,peninsula,Jun,1,1
1,Peninsula,peninsula,Jul,4,2
1,Peninsula,peninsula,Aug,26,58
1,Peninsula,peninsula,Sep,198,313
1,Peninsula,peninsula,Oct,340,402
1,Peninsula,peninsula,Nov,133,275
1,Peninsula,peninsula,Dec,16,56
2,Derby Coast,derby_coast,Jan,0,0
2,Derby Coast,derby_coast,Feb,1,0
2,Derby Coast,derby_coast,Mar,1,0
2,Derby Coast,derby_coast,Apr,29,12
2,Derby Coast,derby_coast,May,60,82
2,Derby Coast,derby_coast,Jun,27,34
2,Derby Coast,derby_coast,Jul,75,68
2,Derby Coast,derby_coast,Aug,169,222
2,Derby Coast,derby_coast,Sep,226,232
2,Derby Coast,derby_coast,Oct,220,154
2,Derby Coast,derby_coast,Nov,105,77
2,Derby Coast,derby_coast,Dec,20,13
2,Gulf Country,gulf_country,Jan,24,10
2,Gulf Country,gulf_country,Feb,8,5
2,Gulf Country,gulf_country,Mar,7,5
2,Gulf Country,gulf_country,Apr,5,17
2,Gulf Country,gulf_country,May,8,30
2,Gulf Country,gulf_country,Jun,3,13
2,Gulf Country,gulf_country,Jul,14,17
2,Gulf Country,gulf_country,Aug,65,115
2,Gulf Country,gulf_country,Sep,239,271
2,Gulf Country,gulf_country,Oct,249,290
2,Gulf Country,gulf_country,Nov,135,159
2,Gulf Country,gulf_country,Dec,55,83
2,North Coast,north_coast,Jan,94,108
2,North Coast,north_coast,Feb,41,50
2,North Coast,north_coast,Mar,22,23
2,North Coast,north_coast,Apr,20,8
2,North Coast,north_coast,May,3,2
2,North Coast,north_coast,Jun,0,2
2,North Coast,north_coast,Jul,7,2
2,North Coast,north_coast,Aug,51,62
2,North Coast,north_coast,Sep,174,157
2,North Coast,north_coast,Oct,209,190
2,North Coast,north_coast,Nov,159,141
2,North Coast,north_coast,Dec,182,120
2,North East,north_east,Jan,217,297
2,North East,north_east,Feb,186,157
2,North East,north_east,Mar,84,117
2,North East,north_east,Apr,12,24
2,North East,north_east,May,2,4
2,North East,north_east,Jun,0,0
2,North East,north_east,Jul,0,0
2,North East,north_east,Aug,0,2
2,North East,north_east,Sep,9,12
2,North East,north_east,Oct,42,55
2,North East,north_east,Nov,103,106
2,North East,north_east,Dec,172,226
2,Northern Fire Protection Area,northern_fire_protection_area,Jan,0,0
2,Northern Fire Protection Area,northern_fire_protection_area,Feb,0,0
2,Northern Fire Protection Area,northern_fire_protection_area,Mar,0,0
2,Northern Fire Protection Area,northern_fire_protection_area,Apr,5,3
2,Northern Fire Protection Area,northern_fire_protection_area,May,43,40
2,Northern Fire Protection Area,northern_fire_protection_area,Jun,81,63
2,Northern Fire Protection Area,northern_fire_protection_area,Jul,169,117
2,Northern Fire Protection Area,northern_fire_protection_area,Aug,277,286
2,Northern Fire Protection Area,northern_fire_protection_area,Sep,260,212
2,Northern Fire Protection Area,northern_fire_protection_area,Oct,137,113
2,Northern Fire Protection Area,northern_fire_protection_area,Nov,13,8
2,Northern Fire Protection Area,northern_fire_protection_area,Dec,0,0
2,Wimmera,wimmera,Jan,169,289
2,Wimmera,wimmera,Feb,184,225
2,Wimmera,wimmera,Mar,112,151
2,Wimmera,wimmera,Apr,34,58
2,Wimmera,wimmera,May,0,7
2,Wimmera,wimmera,Jun,0,0
2,Wimmera,wimmera,Jul,0,0
2,Wimmera,wimmera,Aug,1,0
2,Wimmera,wimmera,Sep,4,8
2,Wimmera,wimmera,Oct,21,72
2,Wimmera,wimmera,Nov,60,101
2,Wimmera,wimmera,Dec,131,200
2,Yorke Peninsula,yorke_peninsula,Jan,167,197
2,Yorke Peninsula,yorke_peninsula,Feb,167,157
2,Yorke Peninsula,yorke_peninsula,Mar,121,118
2,Yorke Peninsula,yorke_peninsula,Apr,68,67
2,Yorke Peninsula,yorke_peninsula,May,7,15
2,Yorke Peninsula,yorke_peninsula,Jun,0,0
2,Yorke Peninsula,yorke_peninsula,Jul,0,0
2,Yorke Peninsula,yorke_peninsula,Aug,8,5
2,Yorke Peninsula,yorke_peninsula,Sep,18,19
2,Yorke Peninsula,yorke_peninsula,Oct,78,85
2,Yorke Peninsula,yorke_peninsula,Nov,111,107
2,Yorke Peninsula,yorke_peninsula,Dec,158,154
3,Broome Coast,broome_coast,Jan,17,18
3,Broome Coast,broome_coast,Feb,24,9
3,Broome Coast,broome_coast,Mar,22,8
3,Broome Coast,broome_coast,Apr,87,77
3,Broome Coast,broome_coast,May,68,96
3,Broome Coast,broome_coast,Jun,5,9
3,Broome Coast,broome_coast,Jul,19,16
3,Broome Coast,broome_coast,Aug,95,118
3,Broome Coast,broome_coast,Sep,200,189
3,Broome Coast,broome_coast,Oct,232,168
3,Broome Coast,broome_coast,Nov,147,105
3,Broome Coast,broome_coast,Dec,58,40
3,Daly South,daly_south,Jan,0,0
3,Daly South,daly_south,Feb,0,0
3,Daly South,daly_south,Mar,1,0
3,Daly South,daly_south,Apr,18,9
3,Daly South,daly_south,May,58,59
3,Daly South,daly_south,Jun,87,81
3,Daly South,daly_south,Jul,182,122
3,Daly South,daly_south,Aug,272,287
3,Daly South,daly_south,Sep,223,195
3,Daly South,daly_south,Oct,110,97
3,Daly South,daly_south,Nov,11,14
3,Daly South,daly_south,Dec,1,0
3,East Coast,east_coast,Jan,205,278
3,East Coast,east_coast,Feb,171,141
3,East Coast,east_coast,Mar,74,107
3,East Coast,east_coast,Apr,22,27
3,East Coast,east_coast,May,1,2
3,East Coast,east_coast,Jun,0,0
3,East Coast,east_coast,Jul,0,0
3,East Coast,east_coast,Aug,0,1
3,East Coast,east_coast,Sep,13,30
3,East Coast,east_coast,Oct,56,90
3,East Coast,east_coast,Nov,112,114
3,East Coast,east_coast,Dec,158,225
3,Greater Hunter,greater_hunter,Jan,122,178
3,Greater Hunter,greater_hunter,Feb,69,88
3,Greater Hunter,greater_hunter,Mar,60,43
3,Greater Hunter,greater_hunter,Apr,31,29
3,Greater Hunter,greater_hunter,May,3,4
3,Greater Hunter,greater_hunter,Jun,0,1
3,Greater Hunter,greater_hunter,Jul,0,4
3,Greater Hunter,greater_hunter,Aug,9,19
3,Greater Hunter,greater_hunter,Sep,84,93
3,Greater Hunter,greater_hunter,Oct,145,149
3,Greater Hunter,greater_hunter,Nov,140,153
3,Greater Hunter,greater_hunter,Dec,232,171
3,Kangaroo Island,kangaroo_island,Jan,166,185
3,Kangaroo Island,kangaroo_island,Feb,198,166
3,Kangaroo Island,kangaroo_island,Mar,139,149
3,Kangaroo Island,kangaroo_island,Apr,84,84
3,Kangaroo Island,kangaroo_island,May,18,20
3,Kangaroo Island,kangaroo_island,Jun,0,0
3,Kangaroo Island,kangaroo_island,Jul,0,0
3,Kangaroo Island,kangaroo_island,Aug,3,3
3,Kangaroo Island,kangaroo_island,Sep,13,11
3,Kangaroo Island,kangaroo_island,Oct,57,60
3,Kangaroo Island,kangaroo_island,Nov,94,92
3,Kangaroo Island,kangaroo_island,Dec,152,133
3,Northern Country,northern_country,Jan,154,340
3,Northern Country,northern_country,Feb,137,249
3,Northern Country,northern_country,Mar,73,173
3,Northern Country,northern_country,Apr,12,42
3,Northern Country,northern_country,May,0,1
3,Northern Country,northern_country,Jun,0,0
3,Northern Country,northern_country,Jul,0,0
3,Northern Country,northern_country,Aug,1,0
3,Northern Country,northern_country,Sep,0,10
3,Northern Country,northern_country,Oct,14,64
3,Northern Country,northern_country,Nov,64,130
3,Northern Country,northern_country,Dec,129,234
3,Northern Goldfields and Upper Flinders,northern_goldfields_and_upper_flinders,Jan,43,23
3,Northern Goldfields and Upper Flinders,northern_goldfields_and_upper_flinders,Feb,10,6
3,Northern Goldfields and Upper Flinders,northern_goldfields_and_upper_flinders,Mar,6,4
3,Northern Goldfields and Upper Flinders,northern_goldfields_and_upper_flinders,Apr,1,8
3,Northern Goldfields and Upper Flinders,northern_goldfields_and_upper_flinders,May,0,4
3,Northern Goldfields and Upper Flinders,northern_goldfields_and_upper_flinders,Jun,0,2
3,Northern Goldfields and Upper Flinders,northern_goldfields_and_upper_flinders,Jul,2,0
3,Northern Goldfields and Upper Flinders,northern_goldfields_and_upper_flinders,Aug,19,31
3,Northern Goldfields and Upper Flinders,northern_goldfields_and_upper_flinders,Sep,147,231
3,Northern Goldfields and Upper Flinders,northern_goldfields_and_upper_flinders,Oct,271,320
3,Northern Goldfields and Upper Flinders,northern_goldfields_and_upper_flinders,Nov,187,251
3,Northern Goldfields and Upper Flinders,northern_goldfields_and_upper_flinders,Dec,109,152
4,Central North,central_north,Jan,260,350
4,Central North,central_north,Feb,207,153
4,Central North,central_north,Mar,92,110
4,Central North,central_north,Apr,8,9
4,Central North,central_north,May,0,0
4,Central North,central_north,Jun,0,0
4,Central North,central_north,Jul,0,0
4,Central North,central_north,Aug,0,1
4,Central North,central_north,Sep,2,0
4,Central North,central_north,Oct,27,19
4,Central North,central_north,Nov,72,91
4,Central North,central_north,Dec,189,237
4,Greater Sydney Region,greater_sydney_region,Jan,116,145
4,Greater Sydney Region,greater_sydney_region,Feb,62,67
4,Greater Sydney Region,greater_sydney_region,Mar,45,36
4,Greater Sydney Region,greater_sydney_region,Apr,23,34
4,Greater Sydney Region,greater_sydney_region,May,5,8
4,Greater Sydney Region,greater_sydney_region,Jun,0,1
4,Greater Sydney Region,greater_sydney_region,Jul,2,10
4,Greater Sydney Region,greater_sydney_region,Aug,26,42
4,Greater Sydney Region,greater_sydney_region,Sep,114,122
4,Greater Sydney Region,greater_sydney_region,Oct,169,172
4,Greater Sydney Region,greater_sydney_region,Nov,130,151
4,Greater Sydney Region,greater_sydney_region,Dec,194,153
4,Kimberley Inland,kimberley_inland,Jan,38,19
4,Kimberley Inland,kimberley_inland,Feb,19,11
4,Kimberley Inland,kimberley_inland,Mar,27,16
4,Kimberley Inland,kimberley_inland,Apr,49,57
4,Kimberley Inland,kimberley_inland,May,15,30
4,Kimberley Inland,kimberley_inland,Jun,1,1
4,Kimberley Inland,kimberley_inland,Jul,3,1
4,Kimberley Inland,kimberley_inland,Aug,37,61
4,Kimberley Inland,kimberley_inland,Sep,202,230
4,Kimberley Inland,kimberley_inland,Oct,298,274
4,Kimberley Inland,kimberley_inland,Nov,170,138
4,Kimberley Inland,kimberley_inland,Dec,73,57
4,North East,north_east_2,Jan,223,310
4,North East,north_east_2,Feb,173,226
4,North East,north_east_2,Mar,91,157
4,North East,north_east_2,Apr,13,23
4,North East,north_east_2,May,0,0
4,North East,north_east_2,Jun,0,0
4,North East,north_east_2,Jul,0,0
4,North East,north_east_2,Aug,0,0
4,North East,north_east_2,Sep,0,2
4,North East,north_east_2,Oct,6,32
4,North East,north_east_2,Nov,68,105
4,North East,north_east_2,Dec,186,212
4,North Tropical Coast and Tablelands,north_tropical_coast_and_tablelands,Jan,19,14
4,North Tropical Coast and Tablelands,north_tropical_coast_and_tablelands,Feb,9,1
4,North Tropical Coast and Tablelands,north_tropical_coast_and_tablelands,Mar,0,0
4,North Tropical Coast and Tablelands,north_tropical_coast_and_tablelands,Apr,3,5
4,North Tropical Coast and Tablelands,north_tropical_coast_and_tablelands,May,2,5
4,North Tropical Coast and Tablelands,north_tropical_coast_and_tablelands,Jun,4,6
4,North Tropical Coast and Tablelands,north_tropical_coast_and_tablelands,Jul,7,18
4,North Tropical Coast and Tablelands,north_tropical_coast_and_tablelands,Aug,46,58
4,North Tropical Coast and Tablelands,north_tropical_coast_and_tablelands,Sep,158,225
4,North Tropical Coast and Tablelands,north_tropical_coast_and_tablelands,Oct,318,296
4,North Tropical Coast and Tablelands,north_tropical_coast_and_tablelands,Nov,189,239
4,North Tropical Coast and Tablelands,north_tropical_coast_and_tablelands,Dec,82,123
4,Tiwi,tiwi,Jan,0,0
4,Tiwi,tiwi,Feb,0,0
4,Tiwi,tiwi,Mar,0,0
4,Tiwi,tiwi,Apr,5,4
4,Tiwi,tiwi,May,34,51
4,Tiwi,tiwi,Jun,108,78
4,Tiwi,tiwi,Jul,195,184
4,Tiwi,tiwi,Aug,250,286
4,Tiwi,tiwi,Sep,211,184
4,Tiwi,tiwi,Oct,119,93
4,Tiwi,tiwi,Nov,17,8
4,Tiwi,tiwi,Dec,0,0
4,Upper South East,upper_south_east,Jan,147,253
4,Upper South East,upper_south_east,Feb,154,218
4,Upper South East,upper_south_east,Mar,121,169
4,Upper South East,upper_south_east,Apr,58,90
4,Upper South East,upper_south_east,May,5,14
4,Upper South East,upper_south_east,Jun,0,0
4,Upper South East,upper_south_east,Jul,0,0
4,Upper South East,upper_south_east,Aug,1,2
4,Upper South East,upper_south_east,Sep,5,16
4,Upper South East,upper_south_east,Oct,30,78
4,Upper South East,upper_south_east,Nov,59,106
4,Upper South East,upper_south_east,Dec,122,179
5,Arnhem West,arnhem_west,Jan,0,0
5,Arnhem West,arnhem_west,Feb,0,0
5,Arnhem West,arnhem_west,Mar,0,0
5,Arnhem West,arnhem_west,Apr,0,2
5,Arnhem West,arnhem_west,May,2,18
5,Arnhem West,arnhem_west,Jun,24,22
5,Arnhem West,arnhem_west,Jul,62,67
5,Arnhem West,arnhem_west,Aug,209,253
5,Arnhem West,arnhem_west,Sep,301,303
5,Arnhem West,arnhem_west,Oct,248,205
5,Arnhem West,arnhem_west,Nov,42,59
5,Arnhem West,arnhem_west,Dec,1,9
5,Central Pilbara,central_pilbara,Jan,127,123
5,Central Pilbara,central_pilbara,Feb,104,80
5,Central Pilbara,central_pilbara,Mar,89,31
5,Central Pilbara,central_pilbara,Apr,34,23
5,Central Pilbara,central_pilbara,May,6,2
5,Central Pilbara,central_pilbara,Jun,0,0
5,Central Pilbara,central_pilbara,Jul,0,0
5,Central Pilbara,central_pilbara,Aug,2,2
5,Central Pilbara,central_pilbara,Sep,50,52
5,Central Pilbara,central_pilbara,Oct,180,186
5,Central Pilbara,central_pilbara,Nov,214,177
5,Central Pilbara,central_pilbara,Dec,190,155
5,East Gippsland,east_gippsland,Jan,191,226
5,East Gippsland,east_gippsland,Feb,159,153
5,East Gippsland,east_gippsland,Mar,88,111
5,East Gippsland,east_gippsland,Apr,23,19
5,East Gippsland,east_gippsland,May,3,4
5,East Gippsland,east_gippsland,Jun,0,0
5,East Gippsland,east_gippsland,Jul,0,0
5,East Gippsland,east_gippsland,Aug,4,2
5,East Gippsland,east_gippsland,Sep,24,41
5,East Gippsland,east_gippsland,Oct,80,111
5,East Gippsland,east_gippsland,Nov,100,140
5,East Gippsland,east_gippsland,Dec,169,179
5,Herbert and Lower Burdekin,herbert_and_lower_burdekin,Jan,50,32
5,Herbert and Lower Burdekin,herbert_and_lower_burdekin,Feb,15,13
5,Herbert and Lower Burdekin,herbert_and_lower_burdekin,Mar,9,4
5,Herbert and Lower Burdekin,herbert_and_lower_burdekin,Apr,11,11
5,Herbert and Lower Burdekin,herbert_and_lower_burdekin,May,4,15
5,Herbert and Lower Burdekin,herbert_and_lower_burdekin,Jun,4,11
5,Herbert and Lower Burdekin,herbert_and_lower_burdekin,Jul,17,29
5,Herbert and Lower Burdekin,herbert_and_lower_burdekin,Aug,54,63
5,Herbert and Lower Burdekin,herbert_and_lower_burdekin,Sep,151,170
5,Herbert and Lower Burdekin,herbert_and_lower_burdekin,Oct,262,221
5,Herbert and Lower Burdekin,herbert_and_lower_burdekin,Nov,190,215
5,Herbert and Lower Burdekin,herbert_and_lower_burdekin,Dec,131,145
5,Illawarra/Shoalhaven,illawarra_shoalhaven,Jan,135,154
5,Illawarra/Shoalhaven,illawarra_shoalhaven,Feb,84,82
5,Illawarra/Shoalhaven,illawarra_shoalhaven,Mar,56,47
5,Illawarra/Shoalhaven,illawarra_shoalhaven,Apr,24,30
5,Illawarra/Shoalhaven,illawarra_shoalhaven,May,2,5
5,Illawarra/Shoalhaven,illawarra_shoalhaven,Jun,0,2
5,Illawarra/Shoalhaven,illawarra_shoalhaven,Jul,2,5
5,Illawarra/Shoalhaven,illawarra_shoalhaven,Aug,15,27
5,Illawarra/Shoalhaven,illawarra_shoalhaven,Sep,74,99
5,Illawarra/Shoalhaven,illawarra_shoalhaven,Oct,154,186
5,Illawarra/Shoalhaven,illawarra_shoalhaven,Nov,128,146
5,Illawarra/Shoalhaven,illawarra_shoalhaven,Dec,199,171
5,Lower South East,lower_south_east,Jan,157,260
5,Lower South East,lower_south_east,Feb,188,225
